player_name,games,time,goals,xG,assists,xA,shots,key_passes,position,team_title,npg,npxG
Marcos Alonso,10,771,4,1.5486389147117734,2,2.0359728448092937,17,15,D M S,Chelsea,4,1.5486389147117734
Abdoulaye Doucouré,27,2371,4,4.35789031535387,2,3.500951325520873,48,31,M,Watford,4,4.35789031535387
Oliver McBurnie,25,1339,4,6.146074539981782,0,0.6664657136425376,36,7,F S,Sheffield United,4,6.146074539981782
Lucas Moura,26,1639,4,4.878970440477133,2,2.057299990206957,44,26,F M S,Tottenham,4,4.878970440477133
Anwar El Ghazi,24,1671,4,5.671367401257157,4,2.4113897886127234,46,27,F M S,Aston Villa,3,4.910198533907533
Nicolas Pepe,23,1522,4,4.7088911421597,5,3.9655262418091297,42,33,F M S,Arsenal,3,3.9477223344147205
Harvey Barnes,26,1641,4,6.062316138297319,6,3.3538616821169853,47,30,M S,Leicester,4,6.062316138297319
Matt Doherty,26,2056,4,5.953208892606199,1,1.2426836378872395,28,14,D M S,Wolverhampton Wanderers,4,5.953208892606199
John Lundstram,26,1978,4,4.634625144302845,2,2.9004162698984146,35,18,M S,Sheffield United,4,4.634625144302845
Divock Origi,21,494,3,1.9856647048145533,1,0.697732419706881,11,6,F S,Liverpool,3,1.9856647048145533
Wilfried Zaha,28,2452,3,3.361184138804674,3,2.933439885266125,41,29,F M S,Crystal Palace,3,3.361184138804674
Aaron Cresswell,22,1942,3,0.8695073258131742,0,1.5211120741441846,14,16,D,West Ham,3,0.8695073258131742
Jordan Henderson,25,1898,3,0.9174847770482302,5,4.116997193545103,15,26,M S,Liverpool,3,0.9174847770482302
Kelechi Iheanacho,11,526,3,2.4752030186355114,3,2.405649669468403,17,11,F S,Leicester,3,2.4752030186355114
Patrick van Aanholt,21,1803,3,1.580511663109064,0,2.0781326349824667,20,23,D,Crystal Palace,2,0.8193428255617619
N&#039;Golo Kanté,18,1382,3,1.5120225623250008,0,1.4563557617366314,16,24,M S,Chelsea,3,1.5120225623250008
Georginio Wijnaldum,27,2270,3,1.5218728575855494,0,0.5412279833108187,27,9,M,Liverpool,3,1.5218728575855494
Nathan Redmond,23,1971,3,4.023356735706329,1,2.250670881010592,42,28,F M,Southampton,3,4.023356735706329
Alex Oxlade-Chamberlain,20,1040,3,1.9564762879163027,0,0.6595980152487755,28,13,F M S,Liverpool,3,1.9564762879163027
Roberto Pereyra,22,1246,3,2.6027004662901163,0,1.326257356442511,17,18,F M S,Watford,2,1.8415315989404917
Rodri,25,1863,3,0.5416373936459422,1,1.7651769369840622,17,27,D M S,Manchester City,3,0.5416373936459422
Issa Diop,22,1867,3,1.591363336890936,0,0.4077252149581909,10,1,D S,West Ham,3,1.591363336890936
Ricardo Pereira,27,2430,3,1.2597774034366012,2,3.6917382748797536,18,25,D M,Leicester,3,1.2597774034366012
Daniel James,26,2098,3,3.163599446415901,6,4.1808552499860525,37,25,F M S,Manchester United,3,3.163599446415901
Youri Tielemans,27,2149,3,2.1387202441692352,5,3.468138240277767,45,34,M S,Leicester,3,2.1387202441692352
Douglas Luiz,25,1613,3,2.1363983526825905,2,1.2624779688194394,33,11,M S,Aston Villa,3,2.1363983526825905
Andriy Yarmolenko,15,835,3,1.9291945435106754,1,3.331640252843499,20,15,M S,West Ham,3,1.9291945435106754
Stuart Armstrong,21,1135,3,1.7501798812299967,0,0.9699010476469994,31,11,M S,Southampton,3,1.7501798812299967
Bernard,18,982,3,1.549404937773943,2,1.564922820776701,11,20,M S,Everton,3,1.549404937773943
Leandro Trossard,22,1363,3,2.9126432351768017,3,3.6207880154252052,25,32,F M S,Brighton,3,2.9126432351768017
Adam Webster,22,1925,3,1.4484289307147264,1,1.0943746464326978,14,10,D,Brighton,3,1.4484289307147264
Conor Hourihane,17,877,3,1.0406432747840881,2,2.8278731517493725,16,18,M S,Aston Villa,3,1.0406432747840881
Trézéguet,24,1328,3,3.3116763588041067,1,0.8699736874550581,37,18,F M S,Aston Villa,3,3.3116763588041067
John McGinn,18,1537,3,2.846284771338105,2,2.073997773230076,38,27,M,Aston Villa,3,2.846284771338105
Gabriel Martinelli,14,643,3,2.2424834556877613,0,0.11354188434779644,12,2,M S,Arsenal,3,2.2424834556877613
Fabian Schär,18,1401,2,1.0478107500821352,0,0.08361350558698177,19,3,D S,Newcastle United,2,1.0478107500821352
Pascal Groß,23,1492,2,1.4240488084033132,4,5.67620843462646,27,52,F M S,Brighton,2,1.4240488084033132
Ilkay Gündogan,24,1493,2,4.2384034264832735,1,2.760896697640419,29,30,M S,Manchester City,1,2.716102574020624
Sokratis,18,1608,2,1.0839819330722094,0,0.7529756426811218,6,2,D,Arsenal,2,1.0839819330722094
Dan Gosling,15,875,2,2.33323372900486,1,0.6176679655909538,9,4,M S,Bournemouth,2,2.33323372900486
James Milner,17,646,2,2.1011753976345062,2,0.9003418125212193,11,9,D M S,Liverpool,0,0.5788376927375793
Angelo Ogbonna,23,2070,2,1.2218804629519582,0,0.051137376576662064,10,1,D,West Ham,2,1.2218804629519582
Michail Antonio,14,927,2,4.172528196126223,2,2.063515532761812,32,13,F M S,West Ham,2,4.172528196126223
Nathan Aké,22,1924,2,2.8518506214022636,1,1.4713891446590424,21,6,D,Bournemouth,2,2.8518506214022636
Nicolás Otamendi,18,1323,2,2.007316693663597,0,0.17857692670077085,13,4,D S,Manchester City,2,2.007316693663597
David Silva,19,1273,2,4.21602626144886,7,4.6742446683347225,31,34,M S,Manchester City,2,4.21602626144886
Erik Lamela,16,850,2,1.721311803907156,1,0.916356636211276,23,15,F M S,Tottenham,2,1.721311803907156
Christian Eriksen,20,1075,2,1.7642341908067465,2,2.255732484161854,26,23,F M S,Tottenham,2,1.7642341908067465
Ashley Westwood,25,2250,2,0.8135490464046597,5,5.473245678469539,11,36,M,Burnley,2,0.8135490464046597
César Azpilicueta,26,2334,2,2.200434487313032,3,4.322914946824312,20,31,D M,Chelsea,2,2.200434487313032
Federico Fernández,22,1710,2,1.5294889993965626,1,0.4816010147333145,10,3,D S,Newcastle United,2,1.5294889993965626
Jeffrey Schlupp,14,858,2,1.5283356253057718,1,0.9487967370077968,14,7,D F M S,Crystal Palace,2,1.5283356253057718
Moussa Sissoko,20,1694,2,2.4463169127702713,1,1.5521696154028177,13,11,D M S,Tottenham,2,2.4463169127702713
Ben Chilwell,23,2063,2,0.9771223086863756,3,2.8452741876244545,13,26,D M,Leicester,2,0.9771223086863756
Shane Long,18,1078,2,3.8909249249845743,2,2.4165855310857296,27,18,F S,Southampton,2,3.8909249249845743
Ciaran Clark,14,1192,2,0.794159073382616,0,0.05486181378364563,6,1,D,Newcastle United,2,0.794159073382616
Matej Vydra,9,298,2,1.8906695321202278,1,0.07714597880840302,9,3,F S,Burnley,2,1.8906695321202278
Tyrone Mings,22,1912,2,0.8478719461709261,1,0.5325955301523209,8,6,D,Aston Villa,2,0.8478719461709261
Bruno Fernandes,4,360,2,1.3996587619185448,2,0.709463607519865,16,8,M,Manchester United,1,0.6384899392724037
Andre Gray,19,697,2,2.589404135942459,0,1.8659746497869492,19,10,F S,Watford,2,2.589404135942459
David Luiz,24,2095,2,1.4382908251136541,1,0.7995907682925463,19,4,D,Arsenal,2,1.4382908251136541
Jeff Hendrick,23,1854,2,1.912006352096796,2,1.3495125127956271,20,13,M S,Burnley,2,1.912006352096796
Trent Alexander-Arnold,28,2467,2,2.5796626955270767,12,9.548843424767256,36,73,D S,Liverpool,2,2.5796626955270767
Antonio Rüdiger,12,1038,2,0.7613922841846943,0,0.4384452514350414,9,2,D,Chelsea,2,0.7613922841846943
Pablo Fornals,26,1366,2,1.9124877024441957,5,2.1113333329558372,26,15,M S,West Ham,2,1.9124877024441957
Romain Saiss,24,1892,2,2.9483579453080893,1,1.060149621218443,20,10,D M S,Wolverhampton Wanderers,2,2.9483579453080893
Patrick Cutrone,12,291,2,2.2888070419430733,0,0.4840551167726517,11,2,F S,Wolverhampton Wanderers,2,2.2888070419430733
Florian Lejeune,6,442,2,0.38908431958407164,0,0.051249224692583084,4,1,D S,Newcastle United,2,0.38908431958407164
Wilfred Ndidi,22,1806,2,1.4748429134488106,1,0.5363118182867765,18,12,M S,Leicester,2,1.4748429134488106
Luka Milivojevic,22,1968,2,2.1451918771490455,1,1.658826588653028,24,26,M,Crystal Palace,0,0.622854202054441
Scott McTominay,19,1550,2,1.8409673906862736,1,1.4195681866258383,27,15,M S,Manchester United,2,1.8409673906862736
Tanguy NDombele Alvaro,18,895,2,0.352954987436533,2,0.7973795179277658,9,12,M S,Tottenham,2,0.352954987436533
Aaron Mooy,21,1576,2,2.4348152987658978,1,2.737015074118972,30,31,F M S,Brighton,2,2.4348152987658978
Lewis Dunk,26,2340,2,3.2879464346915483,3,1.0994853721931577,26,12,D,Brighton,2,3.2879464346915483
Jetro Willems,19,1501,2,0.4853102182969451,2,1.0827955608256161,14,16,D M S,Newcastle United,2,0.4853102182969451
Pedro Neto,21,719,2,1.5323212631046772,2,2.500935976393521,13,12,F M S,Wolverhampton Wanderers,2,1.5323212631046772
Cenk Tosun,10,467,2,1.9128959476947784,0,0.6228388315066695,15,5,F S,"Crystal Palace,Everton",2,1.9128959476947784
Michael Obafemi,14,467,2,1.17035399004817,0,0.6439533233642578,8,5,F S,Southampton,2,1.17035399004817
Yerry Mina,25,2082,2,3.0787733905017376,1,0.997484028339386,29,6,D S,Everton,2,3.0787733905017376
Dwight McNeil,28,2460,2,1.2237931229174137,5,6.401014199480414,33,41,M,Burnley,2,1.2237931229174137
Alireza Jahanbakhsh,7,276,2,0.5783372670412064,0,0.9932915829122066,12,4,F M S,Brighton,2,0.5783372670412064
Rúben Neves,28,2231,2,1.1267648693174124,1,1.3418711107224226,43,19,M S,Wolverhampton Wanderers,2,1.1267648693174124
Leander Dendoncker,28,2196,2,1.9377681240439415,0,0.5558052808046341,11,5,D M S,Wolverhampton Wanderers,2,1.9377681240439415
Miguel Almirón,27,2307,2,4.959902388975024,1,0.8633929025381804,40,18,F M,Newcastle United,2,4.959902388975024
Moussa Djenepo,17,893,2,2.251558435149491,2,2.0497119054198265,20,11,F M S,Southampton,2,2.251558435149491
George Baldock,27,2430,2,0.48902379907667637,3,0.975933569483459,9,15,M,Sheffield United,2,0.48902379907667637
Enda Stevens,27,2388,2,1.1130623873323202,2,4.416948755271733,15,29,M,Sheffield United,2,1.1130623873323202
Billy Sharp,17,589,2,2.458649881184101,0,1.4949204232543707,9,9,F S,Sheffield United,2,2.458649881184101
Aaron Connolly,17,848,2,3.595317207276821,0,0.22386328876018524,25,4,F S,Brighton,2,3.595317207276821
Matthew Longstaff,7,541,2,0.608845729380846,0,0.18956130929291248,3,3,M S,Newcastle United,2,0.608845729380846
Steven Bergwijn,4,333,2,1.0170821025967598,0,0.2524939030408859,6,6,F M,Tottenham,2,1.0170821025967598
Mario Vrancic,11,350,1,0.6922520585358143,0,0.2999123400077224,8,6,M S,Norwich,1,0.6922520585358143
Joelinton,28,2238,1,4.089474786072969,2,2.9038225822150707,41,23,F M S,Newcastle United,1,4.089474786072969
Allan Saint-Maximin,17,1191,1,1.9306536260992289,1,2.012870166450739,30,21,M S,Newcastle United,1,1.9306536260992289
Jannik Vestergaard,14,1139,1,0.569936778396368,0,0.7267072796821594,9,5,D S,Southampton,1,0.569936778396368
Chicharito,2,107,1,0.8829848766326904,0,0,3,0,F S,West Ham,1,0.8829848766326904
Josip Drmic,13,141,1,0.9451812952756882,0,0.08253630995750427,5,1,S,Norwich,1,0.9451812952756882
Joel Matip,8,631,1,0.1732353027909994,0,0.015664158388972282,3,1,D S,Liverpool,1,0.1732353027909994
Steve Cook,21,1830,1,0.43339626118540764,0,0.6846158243715763,9,3,D,Bournemouth,1,0.43339626118540764
Adam Lallana,14,360,1,0.8035430908203125,1,0.6536715552210808,5,4,M S,Liverpool,1,0.8035430908203125
Héctor Bellerín,7,626,1,0.20790773630142212,0,0.13279984891414642,4,1,D M,Arsenal,1,0.20790773630142212
Mesut Özil,17,1382,1,1.6131111476570368,1,1.7640863098204136,8,36,M,Arsenal,1,1.6131111476570368
Alex Iwobi,18,1188,1,2.315927904099226,0,1.8043607864528894,21,18,F M S,Everton,1,2.315927904099226
Olivier Giroud,8,354,1,1.6040413938462734,0,0.8468864411115646,10,5,F S,Chelsea,1,1.6040413938462734
Theo Walcott,20,1035,1,3.0671995915472507,2,2.057339310646057,28,13,M S,Everton,1,3.0671995915472507
Calum Chambers,14,1102,1,0.6329495338723063,1,2.241443794220686,12,7,D S,Arsenal,1,0.6329495338723063
Connor Wickham,6,78,1,0.9868198409676552,1,0.40056823566555977,3,3,S,Crystal Palace,1,0.9868198409676552
James Tomkins,18,1589,1,1.0519016180187464,1,0.1189458891749382,9,2,D,Crystal Palace,1,1.0519016180187464
Cheikhou Kouyaté,26,1918,1,2.0105921160429716,1,0.7672034651041031,22,10,D M S,Crystal Palace,1,2.0105921160429716
Tom Cleverley,10,657,1,1.6930489614605904,0,0.6229856535792351,15,13,M S,Watford,1,1.6930489614605904
Christian Benteke,19,816,1,2.9341033585369587,1,1.7883461117744446,27,14,F S,Crystal Palace,1,2.9341033585369587
Kyle Walker,21,1815,1,1.2933320086449385,2,1.2840477656573057,13,12,D M,Manchester City,1,1.2933320086449385
Toby Alderweireld,26,2329,1,0.2823924459517002,2,1.22739436943084,9,11,D,Tottenham,1,0.2823924459517002
Jan Vertonghen,18,1463,1,0.6045444551855326,1,1.017921805381775,3,3,D S,Tottenham,1,0.6045444551855326
Fikayo Tomori,15,1299,1,0.562975381501019,0,0.11987660080194473,7,4,D,Chelsea,1,0.562975381501019
Gylfi Sigurdsson,25,1924,1,3.031296697910875,2,3.7697384608909488,38,46,M S,Everton,1,3.031296697910875
DeAndre Yedlin,12,771,1,0.7519300580024719,0,0.23353363201022148,1,5,D M S,Newcastle United,1,0.7519300580024719
Demarai Gray,14,396,1,1.9288318175822496,1,1.372244454920292,12,7,M S,Leicester,1,1.1676629800349474
Jamaal Lascelles,18,1544,1,0.307413169182837,0,0.03229285776615143,7,1,D,Newcastle United,1,0.307413169182837
Andros Townsend,15,793,1,0.19788996130228043,1,1.1352286487817764,5,8,M S,Crystal Palace,1,0.19788996130228043
Robbie Brady,14,397,1,0.838938906788826,2,0.23705877736210823,8,8,M S,Burnley,1,0.838938906788826
Alexander Tettey,22,1735,1,0.5687595726922154,1,0.4876936059445143,19,5,D M S,Norwich,1,0.5687595726922154
Jonny Evans,28,2490,1,1.8274494502693415,1,0.18307523895055056,19,4,D,Leicester,1,1.8274494502693415
Ryan Bertrand,23,1932,1,1.9430409334599972,1,2.8296348620206118,14,24,D M S,Southampton,1,1.9430409334599972
Glenn Murray,19,683,1,2.5558011448010802,0,0.8032588064670563,16,2,F S,Brighton,1,2.5558011448010802
Matt Targett,19,1611,1,0.36479515582323074,2,2.830729879438877,6,24,D M,Aston Villa,1,0.36479515582323074
Xherdan Shaqiri,6,170,1,0.5408407375216484,0,0.1784982606768608,4,3,M S,Liverpool,1,0.5408407375216484
Andreas Pereira,23,1470,1,2.2898658234626055,3,3.6255358066409826,37,30,M S,Manchester United,1,2.2898658234626055
Tom Davies,20,1299,1,1.4749548863619566,0,0.4671102911233902,14,5,M S,Everton,1,1.4749548863619566
Felipe Anderson,21,1445,1,2.386491907760501,4,2.5428632386028767,22,24,M S,West Ham,1,2.386491907760501
Lucas Torreira,24,1364,1,1.4483319874852896,1,0.8255745088681579,20,13,M S,Arsenal,1,1.4483319874852896
Dennis Praet,20,901,1,1.0560123128816485,2,1.0276478826999664,12,6,M S,Leicester,1,1.0560123128816485
Moise Kean,21,604,1,3.010660965926945,2,2.0211706198751926,24,7,F S,Everton,1,3.010660965926945
Adam Masina,16,1127,1,0.19039760529994965,0,0.26415400486439466,6,7,D S,Watford,1,0.19039760529994965
Michael Keane,21,1650,1,1.824260788038373,0,0.5163114666938782,11,3,D S,Everton,1,1.824260788038373
Johann Berg Gudmundsson,7,399,1,0.5360301658511162,0,0.6751073747873306,9,10,M S,Burnley,1,0.5360301658511162
James Tarkowski,28,2520,1,1.752498277463019,1,2.7413890678435564,16,9,D,Burnley,1,1.752498277463019
Michy Batshuayi,16,194,1,2.9398970752954483,1,0.202503627166152,15,3,F S,Chelsea,1,2.9398970752954483
Ryan Fraser,27,1964,1,3.1309513971209526,4,3.4757107719779015,25,42,F M S,Bournemouth,1,3.1309513971209526
Harry Maguire,28,2520,1,2.0787194231525064,0,0.388804885558784,25,13,D,Manchester United,1,2.0787194231525064
Andrew Robertson,28,2448,1,1.5469924146309495,7,6.121707454323769,17,43,D S,Liverpool,1,1.5469924146309495
Jack Stephens,20,1738,1,0.919613666832447,3,0.7490445487201214,6,5,D S,Southampton,1,0.919613666832447
Jarrod Bowen,3,95,1,0.9634332954883575,0,0.06308288872241974,5,1,M S,West Ham,1,0.9634332954883575
Jefferson Lerma,23,1869,1,0.4730199547484517,1,0.7297584973275661,21,8,M S,Bournemouth,1,0.4730199547484517
Mateo Kovacic,25,1687,1,0.8792083598673344,3,1.6586960637941957,18,25,M S,Chelsea,1,0.8792083598673344
Jonny,26,2210,1,1.4496772475540638,1,1.4402061775326729,17,20,M S,Wolverhampton Wanderers,1,1.4496772475540638
Fabinho,19,1344,1,0.14881673455238342,1,1.1748466547578573,8,16,M S,Liverpool,1,0.14881673455238342
João Moutinho,28,2345,1,0.5880528772249818,6,5.486159125342965,18,62,M S,Wolverhampton Wanderers,1,0.5880528772249818
Serge Aurier,23,1912,1,0.43116834945976734,4,3.224748918786645,11,27,D M S,Tottenham,1,0.43116834945976734
Florin Andone,3,69,1,0.36459624767303467,0,0.058196283876895905,1,1,F S,Brighton,1,0.36459624767303467
Callum Robinson,16,674,1,1.561250001192093,1,0.6526464708149433,12,4,F S,Sheffield United,1,1.561250001192093
Naby Keita,9,358,1,1.490462750196457,1,1.5419039726257324,7,8,M S,Liverpool,1,1.490462750196457
Caglar Söyüncü,27,2430,1,0.8042412027716637,1,0.27619660273194313,13,4,D,Leicester,1,0.8042412027716637
Philip Billing,26,2088,1,2.019820787012577,1,1.036044355481863,29,11,M S,Bournemouth,1,2.019820787012577
Jan Bednarek,26,2339,1,0.881245419383049,0,0.1419096253812313,5,2,D,Southampton,1,0.881245419383049
Shane Duffy,15,1067,1,1.1792077301070094,0,0.13407667726278305,5,2,D S,Brighton,1,1.1792077301070094
Davy Pröpper,25,2250,1,1.728896850720048,2,2.455465294420719,25,26,M,Brighton,1,1.728896850720048
Isaac Hayden,23,1890,1,0.7517335740849376,1,2.5407094582915306,16,13,D M S,Newcastle United,1,0.7517335740849376
Victor Lindelöf,25,2250,1,0.1611345298588276,0,0.3727392330765724,5,4,D,Manchester United,1,0.1611345298588276
Will Hughes,20,1455,1,2.0282214675098658,1,1.0964982360601425,17,13,M S,Watford,1,2.0282214675098658
Hamza Choudhury,16,773,1,0.3366532791405916,1,0.11283764243125916,7,4,M S,Leicester,1,0.3366532791405916
Callum Hudson-Odoi,17,751,1,2.014075786806643,4,2.2986736819148064,21,18,F M S,Chelsea,1,2.014075786806643
Eddie Nketiah,4,191,1,1.4109353125095367,0,0.06527946889400482,6,1,F S,Arsenal,1,1.4109353125095367
Fabián Balbuena,13,1081,1,1.338660404086113,0,0.4616926908493042,10,1,D S,West Ham,1,1.338660404086113
Björn Engels,16,1357,1,0.7842208202928305,0,0.14336226508021355,8,2,D S,Aston Villa,1,0.7842208202928305
Chris Mepham,11,901,1,1.053304761648178,0,0.07673638314008713,7,1,D S,Bournemouth,1,1.053304761648178
Jamal Lewis,18,1412,1,0.2771697770804167,0,0.5635909419506788,7,7,D S,Norwich,1,0.2771697770804167
Kenny McLean,27,2193,1,1.0182325346395373,1,2.051893910393119,24,18,M S,Norwich,1,1.0182325346395373
Onel Hernández,17,738,1,0.7700885646045208,1,0.565306480973959,15,12,M S,Norwich,1,0.7700885646045208
Oliver Norwood,27,2306,1,1.338292515836656,0,3.326235393062234,17,39,M,Sheffield United,0,0.5771236922591925
Dennis Srbeny,8,29,1,0.4821467623114586,0,0,2,0,S,Norwich,1,0.4821467623114586
Brandon Williams,11,690,1,0.9246470369398594,0,0.31068505719304085,5,9,D M S,Manchester United,1,0.9246470369398594
Mbwana Samatta,3,266,1,0.844255156815052,0,0.16064322739839554,7,4,F,Aston Villa,1,0.844255156815052
Yoshinori Muto,7,189,0,0.08367183804512024,0,0.014180720783770084,1,1,M S,Newcastle United,0,0.08367183804512024
Lukas Rupp,6,345,0,0.8406803458929062,0,0.4005937688052654,3,5,M S,Norwich,0,0.8406803458929062
Bernd Leno,27,2430,0,0,0,0,0,0,GK,Arsenal,0,0
Andreas Christensen,15,1260,0,0.4820243939757347,0,0.4298885576426983,6,3,D,Chelsea,0,0.4820243939757347
Granit Xhaka,21,1830,0,0.19327756017446518,1,0.8495813049376011,8,13,M,Arsenal,0,0.19327756017446518
Ørjan Nyland,3,176,0,0,0,0,0,0,GK S,Aston Villa,0,0
Henrikh Mkhitaryan,3,109,0,0.4295179098844528,0,0.2743019759654999,2,2,M S,Arsenal,0,0.4295179098844528
Ralf Fährmann,1,21,0,0,0,0,0,0,GK,Norwich,0,0
Max Meyer,13,544,0,0.4303449084982276,0,0.08461391180753708,8,1,F M S,Crystal Palace,0,0.4303449084982276
Sead Kolasinac,17,1103,0,0.18670990597456694,2,1.2778912372887135,3,9,D M S,Arsenal,0,0.18670990597456694
Pierre-Emile Højbjerg,27,2354,0,2.336811696179211,1,1.662497941404581,41,26,D M S,Southampton,0,2.336811696179211
