id,player_name,games_x,time_x,goals_3wks,xG_3wks,assists_3wks,xA_3wks,shots_3wks,key_passes_3wks,yellow_cards_x,red_cards_x,position,team_title,npg_3wks,npxG_3wks,xGChain_x,xGBuildup_x,games_y,time_y,goals_season,xG_season,assists_season,xA_season,shots_season,key_passes_season,yellow_cards_y,red_cards_y,npg_season,npxG_season,xGChain_y,xGBuildup_y,games_x,time_x,goals_5wks,xG_5wks,assists_5wks,xA_5wks,shots_5wks,key_passes_5wks,yellow_cards_x,red_cards_x,npg_5wks,npxG_5wks,xGChain_x,xGBuildup_x,games_y,time_y,goals_10wks,xG_10wks,assists_10wks,xA_10wks,shots_10wks,key_passes_10wks,yellow_cards_y,red_cards_y,npg_10wks,npxG_10wks,xGChain_y,xGBuildup_y
1017,Matej Vydra,3,211,2,1.7988347858190536,0,0.05714496597647667,7,2,0,0,FWD,Burnley,2,1.7988347858190536,1.8559798374772072,0,9,298,2,1.8906695321202278,1,0.07714597880840302,9,3,0,0,2,1.8906695321202278,1.937143299728632,0,5,246,2,1.7988347858190536,0,0.05714496597647667,7,2,0,0,2,1.7988347858190536,1.8559798374772072,0,9,298,2,1.8906695321202278,1,0.07714597880840302,9,3,0,0,2,1.8906695321202278,1.937143299728632,0
1228,Bruno Fernandes,3,270,2,1.2445648238062859,2,0.709463607519865,11,8,0,0,MID,Manchester United,1,0.4833960011601448,0.846166905015707,0.29993854463100433,4,360,2,1.3996587619185448,2,0.709463607519865,16,8,1,0,1,0.6384899392724037,0.9553800411522388,0.29993854463100433,4,360,2,1.3996587619185448,2,0.709463607519865,16,8,1,0,1,0.6384899392724037,0.9553800411522388,0.29993854463100433,4,360,2,1.3996587619185448,2,0.709463607519865,16,8,1,0,1,0.6384899392724037,0.9553800411522388,0.29993854463100433
1822,Antonio Rüdiger,3,270,2,0.5221733096987009,0,0.06010622903704643,3,1,1,0,DEF,Chelsea,2,0.5221733096987009,0.2735424339771271,0.2735424339771271,12,1038,2,0.7613922841846943,0,0.4384452514350414,9,2,3,0,2,0.7613922841846943,2.217076888307929,2.1877266615629196,5,450,2,0.6528576146811247,0,0.4384452514350414,6,2,1,0,2,0.6528576146811247,1.3376164138317108,1.3225078731775284,10,900,2,0.6670993007719517,0,0.4384452514350414,7,2,3,0,2,0.6670993007719517,1.8968424182385206,1.8674921914935112
4105,Raúl Jiménez,3,254,2,2.646932363510132,0,0.18923620879650116,15,3,1,0,FWD,Wolverhampton Wanderers,2,2.646932363510132,3.209641009569168,1.016210898756981,28,2383,13,13.488465741276741,6,6.573835421353579,95,41,3,0,10,11.204959198832512,19.034134224057198,4.715998938307166,5,434,3,3.458439812064171,0,0.8864552229642868,20,6,1,0,3,3.458439812064171,4.941845118999481,1.6865755021572113,10,807,6,7.058205835521221,1,1.5732790119946003,38,10,1,0,5,6.297036997973919,8.792964987456799,2.128507850691676
5073,Florian Lejeune,3,187,2,0.32662612199783325,0,0,2,0,0,0,DEF,Newcastle United,2,0.32662612199783325,0,0,6,442,2,0.38908431958407164,0,0.051249224692583084,4,1,0,0,2,0.38908431958407164,0.26894228905439377,0.2064840979874134,5,352,2,0.37583306804299355,0,0.051249224692583084,3,1,0,0,2,0.37583306804299355,0.10045617073774338,0.051249224692583084,6,442,2,0.38908431958407164,0,0.051249224692583084,4,1,0,0,2,0.38908431958407164,0.26894228905439377,0.2064840979874134
5675,Ismaila Sarr,3,197,2,1.9362569749355316,1,0.9507538974285126,9,5,0,0,MID,Watford,2,1.9362569749355316,2.997431755065918,0.137286227196455,18,1142,5,5.3583864737302065,3,2.7817975226789713,35,16,1,0,5,5.3583864737302065,8.866544630378485,2.1293327379971743,5,372,2,2.564963087439537,3,1.7231179475784302,13,9,0,0,2,2.564963087439537,4.844679892063141,0.6180020626634359,10,781,4,4.764304950833321,3,2.208605784922838,27,13,1,0,4,4.764304950833321,7.353951305150986,1.7058970537036657
6026,Richarlison,3,270,2,1.1701785922050476,0,2.1151191890239716,13,6,1,0,FWD,Everton,2,1.1701785922050476,3.181974709033966,0.695273831486702,26,2278,10,7.419308399781585,3,5.893276214599609,69,31,5,0,10,7.419308399781585,13.939715242013335,4.6042958572506905,5,450,3,1.7110905349254608,0,2.8141783475875854,19,9,1,0,3,1.7110905349254608,4.744776248931885,1.161782905459404,10,897,4,2.643586866557598,1,3.7489637471735477,27,16,2,0,4,2.643586866557598,6.551205433905125,1.3893167488276958
6521,Yerry Mina,3,270,2,1.099470928311348,1,0.15633149445056915,4,1,1,0,DEF,Everton,2,1.099470928311348,0.3827354060485959,0.3827354060485959,25,2082,2,3.0787733905017376,1,0.997484028339386,29,6,3,0,2,3.0787733905017376,3.839841171167791,3.5557427620515227,5,450,2,1.6188507974147797,1,0.15633149445056915,7,1,1,0,2,1.6188507974147797,1.2063526241108775,1.2063526241108775,10,732,2,1.9473103322088718,1,0.7805503979325294,13,3,2,0,2,1.9473103322088718,1.6440624026581645,1.5421476988121867
7752,Gabriel Martinelli,3,270,2,1.5357692241668701,0,0.018836161121726036,5,1,0,0,MID,Arsenal,2,1.5357692241668701,2.4885032773017883,0.933897852897644,14,643,3,2.2424834556877613,0,0.11354188434779644,12,2,1,0,3,2.2424834556877613,3.4088765420019627,1.0528511684387922,5,378,2,1.616063229739666,0,0.018836161121726036,7,1,0,0,2,1.616063229739666,2.6297027841210365,0.9948033541440964,10,575,3,2.1622390039265156,0,0.11354188434779644,11,2,0,0,3,2.1622390039265156,3.30520186945796,1.0294209476560354
191,Chicharito,2,107,1,0.8829848766326904,0,0,3,0,0,0,FWD,West Ham,1,0.8829848766326904,0.8958585262298584,0.07047868520021439,2,107,1,0.8829848766326904,0,0,3,0,0,0,1,0.8829848766326904,0.8958585262298584,0.07047868520021439,2,107,1,0.8829848766326904,0,0,3,0,0,0,1,0.8829848766326904,0.8958585262298584,0.07047868520021439,2,107,1,0.8829848766326904,0,0,3,0,0,0,1,0.8829848766326904,0.8958585262298584,0.07047868520021439
239,Pascal Groß,3,213,1,0.21593774110078812,0,0.538932528346777,4,5,0,0,FWD,Brighton,1,0.21593774110078812,1.6955422163009644,1.540232539176941,23,1492,2,1.4240488084033132,4,5.67620843462646,27,52,2,0,2,1.4240488084033132,7.71637974306941,5.579921569675207,5,246,1,0.21593774110078812,0,0.7368447724729776,4,7,0,0,1,0.21593774110078812,1.6955422163009644,1.540232539176941,10,623,1,0.563181129284203,2,2.275720553472638,10,22,2,0,1,0.563181129284203,3.0247918367385864,2.6634879000484943
371,Sokratis,3,258,1,0.7903546690940857,0,0,1,0,0,0,DEF,Arsenal,1,0.7903546690940857,0.7701780796051025,0.7701780796051025,18,1608,2,1.0839819330722094,0,0.7529756426811218,6,2,5,0,2,1.0839819330722094,3.9323013024404645,3.9323013024404645,5,438,1,0.7903546690940857,0,0,1,0,1,0,1,0.7903546690940857,1.7830302938818932,1.7830302938818932,10,888,2,0.9969206247478724,0,0,5,0,4,0,2,0.9969206247478724,2.2476038644090295,2.2476038644090295
447,Kevin De Bruyne,3,260,1,0.42784638702869415,1,1.3455284275114536,8,11,0,0,MID,Manchester City,1,0.42784638702869415,2.300834059715271,1.2272525392472744,26,2177,9,5.240828571841121,16,14.711011614650488,76,94,2,0,9,5.240828571841121,28.67948204278946,15.512208584696054,5,440,1,0.6343908347189426,2,2.8687380589544773,16,20,0,0,1,0.6343908347189426,4.1039177775383,2.331151630729437,10,847,2,1.200846428051591,7,5.24802403524518,27,34,1,0,2,1.200846428051591,8.373981356620789,4.225162137299776
465,Joshua King,3,155,1,0.8364960551261902,0,0.8633460775017738,1,4,0,0,FWD,Bournemouth,1,0.8364960551261902,1.3947197794914246,0.20394495874643326,19,1472,4,4.738660488277674,2,2.7396341636776924,18,22,0,0,3,3.9774916283786297,6.477764498442411,2.3165815640240908,5,296,1,1.0857700370252132,0,0.9779761284589767,3,5,0,0,1,1.0857700370252132,2.069337695837021,0.5146588161587715,10,733,2,3.3307343013584614,0,1.5109157748520374,10,10,0,0,2,3.3307343013584614,4.337036967277527,0.6396184284240007
468,Callum Wilson,3,270,1,1.5970188975334167,0,0.12495318055152893,8,2,1,0,FWD,Bournemouth,1,1.5970188975334167,1.6875186562538147,0.04534057527780533,27,2267,7,8.058166600763798,0,2.9178989361971617,41,26,7,0,7,8.058166600763798,10.295669507235289,2.215357046574354,5,450,2,2.8426133692264557,0,0.920223280787468,12,5,2,0,2,2.8426133692264557,3.6684205532073975,0.18434780091047287,10,837,2,3.2030089162290096,0,1.360659047961235,19,8,4,0,2,3.2030089162290096,5.08131068199873,0.9011141173541546
499,Mesut Özil,3,241,1,0.6271254029124975,0,0.3693798966705799,2,7,1,0,MID,Arsenal,1,0.6271254029124975,3.486323446035385,3.3876485526561737,17,1382,1,1.6131111476570368,1,1.7640863098204136,8,36,1,0,1,1.6131111476570368,7.553959101438522,6.007735408842564,5,388,1,0.6271254029124975,0,0.47022803500294685,2,11,1,0,1,0.6271254029124975,3.574604794383049,3.4133810997009277,10,769,1,0.7356915529817343,0,0.9680504333227873,3,19,1,0,1,0.7356915529817343,4.903816685080528,4.428998984396458
502,Olivier Giroud,3,164,1,0.9773673713207245,0,0.10048050433397293,7,1,0,0,FWD,Chelsea,1,0.9773673713207245,1.7615665644407272,0.7570236995816231,8,354,1,1.6040413938462734,0,0.8468864411115646,10,5,0,0,1,1.6040413938462734,3.209825925529003,0.8719187155365944,5,256,1,1.5656993687152863,0,0.10048050433397293,9,1,0,0,1,1.5656993687152863,2.3101829141378403,0.7570236995816231,8,354,1,1.6040413938462734,0,0.8468864411115646,10,5,0,0,1,1.6040413938462734,3.209825925529003,0.8719187155365944
503,Theo Walcott,3,181,1,0.638491153717041,1,0.3522956073284149,2,1,0,0,MID,Everton,1,0.638491153717041,0.9907867610454559,0,20,1035,1,3.0671995915472507,2,2.057339310646057,28,13,1,0,1,3.0671995915472507,6.049752724356949,1.6591939944773912,5,328,1,1.0198133289813995,1,1.196063980460167,5,5,0,0,1,1.0198133289813995,2.3577824532985687,0.5245505571365356,10,593,1,1.5940694734454155,1,1.3401114773005247,12,7,0,0,1,1.5940694734454155,3.9675544425845146,1.4556883722543716
519,Connor Wickham,3,54,1,0.6875123456120491,0,0.08461176231503487,2,2,0,0,FWD,Crystal Palace,1,0.6875123456120491,0.7070306614041328,0.019518323242664337,6,78,1,0.9868198409676552,1,0.40056823566555977,3,3,0,0,1,0.9868198409676552,1.3222946003079414,0.019518323242664337,5,74,1,0.9868198409676552,1,0.40056823566555977,3,3,0,0,1,0.9868198409676552,1.3222946003079414,0.019518323242664337,6,78,1,0.9868198409676552,1,0.40056823566555977,3,3,0,0,1,0.9868198409676552,1.3222946003079414,0.019518323242664337
531,Michail Antonio,3,270,1,0.8783742338418961,1,1.2442179918289185,4,6,0,0,FWD,West Ham,1,0.8783742338418961,1.5741532146930695,0.08711265027523041,14,927,2,4.172528196126223,2,2.063515532761812,32,13,0,0,2,4.172528196126223,5.048378508538008,0.9108647964894772,5,384,1,1.531784862279892,1,1.2442179918289185,12,6,0,0,1,1.531784862279892,2.0582864433526993,0.199197418987751,10,764,1,3.0623748041689396,2,1.8944353461265564,24,10,0,0,1,3.0623748041689396,4.053848598152399,0.629601001739502
574,Troy Deeney,3,257,1,1.1074704006314278,1,0.326748788356781,4,2,0,0,FWD,Watford,1,1.1074704006314278,1.293394796550274,0.18448763340711594,17,1436,6,7.425936605781317,2,2.8349891249090433,31,19,3,0,4,5.142430182546377,8.545199800282717,1.7783158691599965,5,437,2,2.4222983196377754,2,0.7097166143357754,7,4,0,0,2,2.4222983196377754,3.3253992423415184,0.5186964496970177,10,882,5,5.629814594984055,2,2.406696941703558,21,15,3,0,4,4.107476979494095,7.150851413607597,1.4771615713834763
579,Nathan Aké,3,270,1,0.7955379523336887,0,0.14302612841129303,4,1,0,0,DEF,Bournemouth,1,0.7955379523336887,0.30907305888831615,0.1281793098896742,22,1924,2,2.8518506214022636,1,1.4713891446590424,21,6,1,0,2,2.8518506214022636,3.3744781855493784,2.7896855492144823,5,450,1,1.0598784573376179,0,0.14302612841129303,7,1,0,0,1,1.0598784573376179,0.39088767580688,0.1281793098896742,10,844,1,1.809610579162836,0,0.14302612841129303,11,1,0,0,1,1.809610579162836,0.5547125320881605,0.2920041661709547
605,Jordan Henderson,3,269,1,0.20565073564648628,2,0.6746910512447357,3,5,0,0,MID,Liverpool,1,0.20565073564648628,3.1835384368896484,2.8877644538879395,25,1898,3,0.9174847770482302,5,4.116997193545103,15,26,1,0,3,0.9174847770482302,12.718235611915588,9.209307942539454,5,449,2,0.3873777501285076,3,0.9851525127887726,6,8,0,0,2,0.3873777501285076,4.013239771127701,3.294886849820614,10,892,2,0.5735421925783157,3,1.9811733700335026,10,15,1,0,2,0.5735421925783157,7.850115060806274,6.667777590453625
606,Christian Benteke,3,269,1,1.7724237442016602,1,0.45309869572520256,10,4,1,0,FWD,Crystal Palace,1,1.7724237442016602,1.525694727897644,0.03052879124879837,19,816,1,2.9341033585369587,1,1.7883461117744446,27,14,3,0,1,2.9341033585369587,4.432570867240429,0.6435878649353981,5,437,1,2.265922799706459,1,0.563389740884304,15,7,1,0,1,2.265922799706459,2.3603139519691467,0.293744757771492,10,571,1,2.5050619170069695,1,0.6301789730787277,21,8,2,0,1,2.5050619170069695,2.7422039806842804,0.4530884176492691
639,Toby Alderweireld,3,259,1,0.10172849893569946,0,0,2,0,1,0,DEF,Tottenham,1,0.10172849893569946,0.6032428182661533,0.6032428182661533,26,2329,1,0.2823924459517002,2,1.22739436943084,9,11,4,0,1,0.2823924459517002,6.8424648605287075,5.738680176436901,5,439,1,0.10172849893569946,0,0.09038003347814083,2,2,1,0,1,0.10172849893569946,0.9233423508703709,0.8535735122859478,10,889,1,0.12364162318408489,0,0.41854921728372574,3,4,3,0,1,0.12364162318408489,1.608302678912878,1.2103646621108055
669,Ashley Westwood,3,270,1,0.04679359961301088,0,0.719767902046442,2,5,0,0,MID,Burnley,1,0.04679359961301088,1.2877876833081245,0.6018008664250374,25,2250,2,0.8135490464046597,5,5.473245678469539,11,36,8,0,2,0.8135490464046597,6.744204517453909,4.132393417879939,5,450,1,0.04679359961301088,0,1.282397124916315,2,7,1,0,1,0.04679359961301088,2.5717958509922028,1.8858090341091156,10,900,2,0.2520138109102845,1,2.5254618413746357,5,14,2,0,2,0.2520138109102845,3.725567437708378,2.3016406297683716
672,Jordan Ayew,3,270,1,0.7296581864356995,0,0.01755502074956894,8,1,0,0,FWD,Crystal Palace,1,0.7296581864356995,0.7397277168929577,0.09520429372787476,27,2324,7,6.088619442656636,1,1.9796468950808048,43,21,4,0,7,6.088619442656636,9.339329889044166,2.5976164117455482,5,450,1,0.8429600521922112,0,0.471037358045578,9,4,0,0,1,0.8429600521922112,1.306511927396059,0.21888268738985062,10,900,3,2.0750432424247265,1,1.248582884669304,16,9,1,0,3,2.0750432424247265,3.387424686923623,0.4023208022117615
730,Patrick van Aanholt,3,270,1,0.18985478579998016,0,1.3246745318174362,4,8,0,0,DEF,Crystal Palace,1,0.18985478579998016,0.33038390427827835,0.01755502074956894,21,1803,3,1.580511663109064,0,2.0781326349824667,20,23,0,0,2,0.8193428255617619,3.613973251543939,2.751246497966349,5,425,1,0.3081294484436512,0,1.3947280123829842,7,9,0,0,1,0.3081294484436512,0.7150982096791267,0.34627269953489304,10,813,1,0.34444658271968365,0,1.8523346427828074,9,16,0,0,1,0.34444658271968365,1.8278377577662468,1.2979556731879711
762,Demarai Gray,3,131,1,1.5129704475402832,0,0.4531303644180298,6,1,0,0,MID,Leicester,1,0.751801609992981,1.3082893043756485,0.19909819960594177,14,396,1,1.9288318175822496,1,1.372244454920292,12,7,1,0,1,1.1676629800349474,3.277121528983116,1.22238614782691,5,203,1,1.5846641659736633,0,0.4531303644180298,7,1,0,0,1,0.8234953284263611,1.418167695403099,0.30897659063339233,10,295,1,1.6497168093919754,1,0.8909143693745136,9,4,0,0,1,0.8885479718446732,2.4472891464829445,1.116769939661026
771,Georginio Wijnaldum,3,218,1,0.10783223062753677,0,0.01693417690694332,1,1,0,0,MID,Liverpool,1,0.10783223062753677,0.3274497203528881,0.21961749717593193,27,2270,3,1.5218728575855494,0,0.5412279833108187,27,9,0,0,3,1.5218728575855494,8.700180623680353,7.018561199307442,5,390,1,0.21766310185194016,0,0.12035575322806835,2,3,0,0,1,0.21766310185194016,0.7150426916778088,0.3939580209553242,10,840,1,0.4748266190290451,0,0.269292576238513,6,4,0,0,1,0.4748266190290451,2.3777106069028378,1.7428871430456638
790,Nathan Redmond,3,259,1,0.24859442561864853,1,0.33779724687337875,6,7,1,0,MID,Southampton,1,0.24859442561864853,0.8948694914579391,0.3945329338312149,23,1971,3,4.023356735706329,1,2.250670881010592,42,28,2,0,3,4.023356735706329,8.857932188548148,3.4688325272873044,5,439,1,0.5639540180563927,1,0.9011513814330101,9,12,1,0,1,0.5639540180563927,2.108280763030052,0.8511587530374527,10,847,2,1.8893619254231453,1,0.9930942254140973,15,15,1,0,2,1.8893619254231453,4.287462134845555,1.737909664399922
839,Shane Long,3,257,1,0.6312194280326366,0,0.27043573558330536,5,4,0,0,FWD,Southampton,1,0.6312194280326366,1.3771093934774399,0.47545422427356243,18,1078,2,3.8909249249845743,2,2.4165855310857296,27,18,0,0,2,3.8909249249845743,4.924050588160753,0.6789089478552341,5,401,1,1.1874168701469898,0,0.5633803904056549,9,8,0,0,1,1.1874168701469898,2.035336971282959,0.5203903317451477,10,754,2,2.7252996508032084,1,0.7812552116811275,19,12,0,0,2,2.7252996508032084,3.834315024316311,0.658467635512352
844,Jay Rodriguez,3,270,1,2.1518654823303223,0,0.02909279614686966,11,1,0,0,FWD,Burnley,0,1.39069664478302,1.334257036447525,0.07029380649328232,27,1275,5,6.124853885732591,0,0.1414297129958868,41,3,1,0,4,5.363685048185289,4.524154317565262,0.27316358126699924,5,450,2,2.9084694609045982,0,0.02909279614686966,16,1,0,0,1,2.147300623357296,2.034496121108532,0.07029380649328232,10,712,3,4.064155348576605,0,0.02909279614686966,26,1,0,0,2,3.302986511029303,2.3252438297495246,0.09338446892797947
986,Danny Ings,3,200,1,0.5981145687401295,0,0.3529392182826996,5,1,0,0,FWD,Southampton,1,0.5981145687401295,1.088009461760521,0.29650696367025375,28,1936,15,10.805593678727746,1,1.8449914660304785,67,21,2,0,15,10.805593678727746,12.1326875500381,2.382416719570756,5,288,1,0.8513101227581501,0,0.4860057383775711,9,4,0,0,1,0.8513101227581501,1.4755452424287796,0.3163569327443838,10,656,4,3.5798799879848957,0,0.5009842971339822,27,5,1,0,4,3.5798799879848957,4.392719462513924,0.6570015549659729
1024,Tyrone Mings,3,270,1,0.19385214895009995,0,0.07119230926036835,4,1,2,0,DEF,Aston Villa,1,0.19385214895009995,0.44699162617325783,0.42226289585232735,22,1912,2,0.8478719461709261,1,0.5325955301523209,8,6,5,0,2,0.8478719461709261,4.187947481870651,4.119732290506363,5,450,1,0.19385214895009995,0,0.07119230926036835,4,1,2,0,1,0.19385214895009995,0.44699162617325783,0.42226289585232735,10,832,2,0.6224984023720026,0,0.1503698006272316,6,3,3,0,2,0.6224984023720026,1.89931520819664,1.8745864778757095
1250,Mohamed Salah,3,270,1,0.6999128088355064,0,0.08154641464352608,11,3,0,0,FWD,Liverpool,1,0.6999128088355064,0.6867210045456886,0.05686516687273979,25,2175,15,15.278320826590061,6,6.713403198868036,96,44,1,0,12,12.99481425434351,23.24546840786934,6.758047040551901,5,450,4,3.067819617688656,1,1.7188920266926289,20,8,0,0,3,2.3066507801413536,3.856280840933323,0.8767740242183208,10,897,6,5.748305514454842,2,3.867242071777582,38,21,1,0,5,4.987136676907539,10.072852529585361,2.661711875349283
1687,Harry Maguire,3,270,1,0.0786697268486023,0,0,3,0,1,0,DEF,Manchester United,1,0.0786697268486023,0.5667260065674782,0.5667260065674782,28,2520,1,2.0787194231525064,0,0.388804885558784,25,13,3,0,1,2.0787194231525064,6.812090399675071,6.5099946754053235,5,450,1,0.18812672793865204,0,0.019626811146736145,5,1,1,0,1,0.18812672793865204,1.0487135350704193,1.0344035979360342,10,900,1,0.5147175788879395,0,0.03211954887956381,8,2,1,0,1,0.5147175788879395,2.6547585306689143,2.613752686418593
1726,Abdoulaye Doucouré,3,261,1,0.3969803526997566,1,0.8159150741994381,6,3,0,0,MID,Watford,1,0.3969803526997566,1.322551742196083,0.2075260616838932,27,2371,4,4.35789031535387,2,3.500951325520873,48,31,6,0,4,4.35789031535387,11.163213573396206,5.590014344081283,5,441,1,0.6068267896771431,1,1.175812104716897,10,5,1,0,1,0.6068267896771431,2.491154834628105,1.041920367628336,10,870,3,1.8754473626613617,2,1.8689554911106825,20,11,3,0,3,1.8754473626613617,4.805450350046158,1.5684150978922844
1776,Jarrod Bowen,3,95,1,0.9634332954883575,0,0.06308288872241974,5,1,0,0,MID,West Ham,1,0.9634332954883575,0.9634332954883575,0,3,95,1,0.9634332954883575,0,0.06308288872241974,5,1,0,0,1,0.9634332954883575,0.9634332954883575,0,3,95,1,0.9634332954883575,0,0.06308288872241974,5,1,0,0,1,0.9634332954883575,0.9634332954883575,0,3,95,1,0.9634332954883575,0,0.06308288872241974,5,1,0,0,1,0.9634332954883575,0.9634332954883575,0
2182,Jefferson Lerma,3,233,1,0.13317405804991722,0,0,4,0,1,1,MID,Bournemouth,1,0.13317405804991722,1.7693607956171036,1.6943619847297668,23,1869,1,0.4730199547484517,1,0.7297584973275661,21,8,9,1,1,0.4730199547484517,6.369574837386608,5.922113124281168,5,375,1,0.15960459411144257,0,0,6,0,1,1,1,0.15960459411144257,1.8184653297066689,1.729789286851883,10,825,1,0.22212444804608822,1,0.5656455084681511,9,4,2,1,1,0.22212444804608822,2.8846386410295963,2.777296256273985
